Equipment County,Equipment Borough,Equipment Street No.,Equipment Street Address,Equipment City,Equipment Zip Code,Equip. Unique ID,Intended Use,Manufacturer,Model,Cooling Capacity,Cooling Capacity Unit,Commissioned Date,Inspection Date,Date of Bacteriological Sample Collection,Date of Legionella Sample Collection ,"Last Legionella Sample Result > 1,000 CFU/mL",Location 1
New York,Manhattan,190,Fifth Avenue,New York,10010,9757,Air Conditioning,marley,nc8306k,3000,Tonnage,4/15/08,2/22/17,2/14/17,2/14/17,no,"(40.74198014361249, -73.98949778938502)"
Albany,,428,Route 146,Altamont,12009,10440,Air Conditioning,Trane,TTA072A300B0,15,Tonnage,4/15/08,6/15/17,6/27/17,6/27/17,no,"(42.7012507668988, -73.96089733029116)"
Albany,,428,ROUTE 146,Altamont,12009,10441,Air Conditioning,TRANE,TTA072A300B0,15,Tonnage,4/15/08,6/15/17,6/27/17,6/27/17,no,"(42.7012507668988, -73.96089733029116)"
Albany,,428,ROUTE 146,Altamont,12009,10445,Air Conditioning,TRANE,TTA072A300BO,15,Tonnage,4/15/08,6/15/17,6/27/17,6/27/17,no,"(42.7012507668988, -73.96089733029116)"
Nassau,,6800,Jericho Turnpike,Syosset,11791,10842,Air Conditioning,Evpaco,ATW-135-5J,135,Tonnage,4/15/08,4/24/17,4/24/17,4/24/17,no,"(40.80687975896367, -73.51961844110518)"
Nassau,,6800,Jericho Turnpike,Syosset,11791,10843,Air Conditioning,Evpaco,ATW-135-5J,135,Tonnage,4/15/08,4/24/17,4/24/17,4/24/17,no,"(40.80687975896367, -73.51961844110518)"
New York,Manhattan,55,west 14th street,New York,10011,10881,Air Conditioning,evapco,at-29-521,400,Tonnage,4/15/08,5/16/17,8/2/17,5/16/17,no,"(40.73725027686485, -73.99616488395667)"
New York,Manhattan,379,Myrtle Avenue,Brooklyn,11205,4291,Air Conditioning,Recold,MW18C,12,Tonnage,4/17/08,8/20/15,8/20/15,,no,"(40.693227966, -73.970886002)"
New York,Manhattan,310,West Broadway,New York,10013,8733,Air Conditioning,Cool Water Technologies,RTA200A,240,Tonnage,4/20/08,8/9/17,7/25/17,7/25/17,no,"(40.72167982458359, -74.0044371143536)"
New York,Manhattan,225,West 83 street,New York,10024,8711,Air Conditioning,Baltimore Aircoil,VXT-85-LM,,BTU,4/22/08,5/3/17,6/5/17,2/20/17,no,"(40.78619806801053, -73.97725968754267)"
New York,Manhattan,275,Seventh Avenue,New York,10001,9940,Air Conditioning,BAC,VT1-307-0,300,Tonnage,4/30/08,5/17/17,5/17/17,5/12/17,no,"(40.74560522003907, -73.99444925213262)"
Suffolk,,50,Circle Road,Stony Brook,11790,407,Air Conditioning,Marley,AV 6101C,138,Tonnage,5/1/08,8/24/16,,8/3/16,no,"(40.915004541, -73.119006603)"
New York,Manhattan,345,Hudson Street,New York,10014,3538,Air Conditioning,Marley,Marley NC,500,Tonnage,5/1/08,,,,no,"(40.727461435, -74.007485783)"
New York,Manhattan,345,Hudson Street,New York,10014,3539,Air Conditioning,Marley,Marley NC,500,Tonnage,5/1/08,,,,no,"(40.727461435, -74.007485783)"
New York,Manhattan,345,Hudson Street,New York,10014,3540,Air Conditioning,Marley,Marley NC,750,Tonnage,5/1/08,,,,no,"(40.727461435, -74.007485783)"
New York,Manhattan,345,Hudson Street,New York,10014,3541,Air Conditioning,Marley,Marley NC,750,Tonnage,5/1/08,,,,no,"(40.727461435, -74.007485783)"
Oneida,,4747,Middle Settlement Road,New Hartford,13413,3917,Air Conditioning,Baltimore Air Coil Company,15200-JM-2 Cooling Tower Unit,550,Tonnage,5/1/08,,10/9/15,10/9/15,no,"(43.09164598, -75.318420346)"
New York,Manhattan,542,112 St,New York,10025,4699,Air Conditioning,Evapco,AT-19-99,,BTU,5/1/08,5/24/16,5/24/17,5/24/17,no,"(40.80520070870817, -73.96541347845034)"
Suffolk,,500,lincoln blvd,hauppauge,11788,5500,Air Conditioning,evapco,AT 19-99,265,Tonnage,5/1/08,4/18/17,5/16/17,5/19/16,no,"(40.82302842, -73.201415626)"
New York,Manhattan,515,EAST 72ND STREET,NEW YORK,10021,5927,Air Conditioning,Baltimore Aircoil Company,VTO-166-OMX,100,Tonnage,5/1/08,5/1/17,5/1/17,9/10/15,no,"(40.766762504, -73.953121437)"
New York,Manhattan,460,Park Avenue,New York,10022,6529,Air Conditioning,Evapco,AT 224-418,900,Tonnage,5/1/08,9/4/15,2/2/16,2/2/16,no,"(40.76195654395016, -73.97081260703236)"
New York,Manhattan,200,East 57th Street,New York,10022,7056,Air Conditioning,Baltimore Aircoil Company,333C-2,,BTU,5/1/08,,,,no,"(40.759963476, -73.967271824)"
Westchester,,175,Bloomingdale Road,White Plains,10605,8231,Air Conditioning,Evapco,REP 217-514,1000,Tonnage,5/1/08,5/11/17,5/11/17,4/28/17,no,"(41.025054815835965, -73.75610253008362)"
New York,Manhattan,175,Bloomingdale Road,White Plains,10605,8265,Air Conditioning,Evapco,REP 217-514,1000,BTU,5/1/08,2/4/16,10/2/15,10/2/15,no,"(41.025054815835965, -73.75610253008362)"
New York,,6,east 43 street,New York,10017,9090,Air Conditioning,bac,fxv-288-31m,300,Tonnage,5/1/08,2/15/17,2/21/17,2/21/17,no,"(40.7539745014468, -73.9801522383258)"
Bronx,Bronx,2320,Southern Blvd,Bronx,10460,9461,Air Conditioning,BAC,FXBt42,300,Tonnage,5/1/08,6/5/17,6/5/17,5/8/17,no,"(40.85133383805167, -73.8821720064047)"
New York,Manhattan,429,Greenwich Street,New York,10013,10455,Air Conditioning,BAC,,,Tonnage,5/4/08,10/20/16,10/3/16,8/9/16,no,"(40.722451622073095, -74.00957898668862)"
Broome,,52,Harrison St,Johnson City,13790,355,Air Conditioning,Evapco,ATW-153-31,150,Tonnage,5/5/08,8/10/16,8/21/17,8/10/17,no,"(42.11367043612882, -75.95983164909481)"
Onondaga,,400,Sunnycrest Rd,Syracuse,13206,3882,Air Conditioning,BAC,vf103641l,112,Tonnage,5/5/08,9/15/16,9/15/16,9/15/16,no,"(43.06103472345928, -76.11073226862886)"
New York,Manhattan,27,Madison Avenue,NY,10010,5332,Air Conditioning,Baltimore Aircoil Company,VT1-N220-O ,260,Tonnage,5/5/08,,,9/18/15,no,"(40.742231922, -73.986822251)"
Albany,,787,waterveliet shaker rd,latham,12110,6867,Refrigeration,Marley,NC8302F-1CG,250,Tonnage,5/5/08,9/18/15,,,no,"(42.739265665, -73.797062106)"
Warren,,145, Murray Street,Glens Falls,12801,7563,Air Conditioning,BAC,VTO 132,130,Tonnage,5/5/08,9/23/15,8/21/15,9/23/15,no,"(43.301380752, -73.64451774)"
New York,Manhattan,13,E 84 St,New York,10028,10028,Air Conditioning,Baltimore Aircoil Company,VIL072,,BTU,5/5/08,3/23/17,3/23/17,3/30/17,no,"(40.77987834083735, -73.96029778223368)"
Westchester,,1075,Central Park Ave,Scarsdale,10583,9688,Air Conditioning,BAC,15146-2,292,Tonnage,5/7/08,8/10/17,7/12/17,8/12/16,no,"(40.98805231502292, -73.8249349326402)"
Erie,,4476,Main St,Amherst,14226,7386,Air Conditioning,BAC,FXT-087,200,BTU,5/8/08,6/5/17,7/26/17,7/26/17,no,"(42.96359528391393, -78.78464471932811)"
Suffolk,,270,Park Avenue,Huntington,11743,8791,Air Conditioning,MARLEY,AQUATOWER 494-C,50,Tonnage,5/12/08,6/28/17,6/28/17,6/27/17,no,"(40.879427674581905, -73.41603695998505)"
Suffolk,,270,Park Avenue,Huntington,11743,8792,Air Conditioning,MARLEY,AQUATOWER 494-C,50,Tonnage,5/12/08,6/28/17,6/28/17,6/27/17,no,"(40.879427674581905, -73.41603695998505)"
Monroe,,800,Phillips Road,Webster,14580,9924,Other,Marley,NC8303G-1BM,1290,Tonnage,5/12/08,1/13/17,9/5/17,8/3/17,no,"(43.2232043270366, -77.41645928005705)"
Genesee,,4815,Ellicott street rd,Batavia,14020,1411,Refrigeration,Evapco,PMC-481E,341,Tonnage,5/15/08,2/23/17,2/20/17,2/22/17,no,"(42.98113992446496, -78.16175865353645)"
Washington,,604,Queensbury Ave.,Queensbury,12804,9799,Other,Dry Cooler Inc.,SO-250-425PE-CY-BF,,,5/15/08,5/30/17,5/31/17,3/20/17,no,"(43.35268305359633, -73.60330006099066)"
Chemung,,216,Mt. Zoar Street,Elmira,14904,3640,Air Conditioning,Marley,ALAV610001G-08,70,Tonnage,5/28/08,9/15/15,9/29/15,9/29/15,no,"(42.079598273, -76.805078165)"
Kings,Brooklyn,236,Livingston street,Brooklyn,11201,10678,Air Conditioning,Baltimore Aircoil Company,VTO-102/LX,90,Tonnage,5/28/08,3/10/17,3/10/17,3/10/17,no,"(40.689170197585526, -73.98469765040883)"
New York,Manhattan,110,Greene Street,New York,10012,889,Air Conditioning,Evapco,LPT-8212,500,Tonnage,6/1/08,7/6/17,7/6/17,7/6/17,no,"(40.733419487, -73.957095)"
New York,Manhattan,478-482,Broadway,New York,10013,2239,Air Conditioning,EVAPCO,LPT-8712,,BTU,6/1/08,8/25/15,,,no,"(40.721425824, -74.00006974)"
New York,Manhattan,101,W 24 St,New York,10001,10935,Air Conditioning,Evapco,AT 212-228,750,Tonnage,6/1/08,3/14/17,6/1/17,6/1/17,no,"(40.7437928233421, -73.99258133727267)"
New York,Manhattan,101,W 24 St,New York,10001,10936,Air Conditioning,Evapco,AT 212-228,750,Tonnage,6/1/08,3/14/17,6/1/17,6/1/17,no,"(40.7437928233421, -73.99258133727267)"
Monroe,,1669,Lake Ave,Rochester,14615,2026,Other,Marley,NC 9122,2083,Tonnage,6/2/08,6/12/17,6/28/17,6/12/17,no,"(43.200396467415764, -77.63322503552746)"
Rensselaer,,110,8th Street,Troy,12180,5584,Air Conditioning,Marley,NC-8310 BG,500,Tonnage,6/2/08,8/30/17,5/31/17,5/24/17,no,"(42.73119676156458, -73.6832015906996)"
Rensselaer,,110,8th Street,Troy,12180,5591,Air Conditioning,Marley,NC-8310 BG,500,Tonnage,6/2/08,8/30/17,5/31/17,5/24/17,no,"(42.73119676156458, -73.6832015906996)"
Rensselaer,,110,8th Street,Troy,12180,5647,Air Conditioning,Baltimore Air Coil,VF-1-096-42-P,80,Tonnage,6/2/08,8/30/17,5/31/17,5/24/16,no,"(42.73119676156458, -73.6832015906996)"
Rensselaer,,110,8th Street,Troy,12180,5650,Air Conditioning,Baltimore Air Coil,VF-1-096-42-P,80,Tonnage,6/2/08,8/30/17,5/31/17,5/24/17,no,"(42.73119676156458, -73.6832015906996)"
New York,Manhattan,111,FULTON STREET,NEW YORK,10038,6292,Air Conditioning,Baltimore Aircoil Company,UNKNOWN,,BTU,6/2/08,,,,no,"(40.709673725, -74.006458347)"
New York,Manhattan,320,west 38th Street,New York,10018,9330,Air Conditioning,Evapco ,ICT 4-76,,BTU,6/2/08,6/6/17,6/6/17,6/6/17,no,"(40.75511788938839, -73.99284011739424)"
New York,Manhattan,320,west 38th Street,New York,10018,9331,Air Conditioning,Evapco,AT 29-124,531,Tonnage,6/2/08,6/6/17,6/6/17,6/6/17,no,"(40.75511788938839, -73.99284011739424)"
New York,Manhattan,30,Howard Street,New York,10013,10926,Air Conditioning,Evapco,LPT516F,60,Tonnage,6/2/08,4/27/17,6/2/17,4/21/17,no,"(40.71967774837354, -74.00068366845869)"
Madison,,3367,South St.,Morrisville,13408,3572,Air Conditioning,Baltimore Aircoil Company,FXV-Q441,125,Tonnage,6/5/08,5/15/15,5/15/15,5/15/17,no,"(42.887749074, -75.639376202)"
Monroe,,95,Allens Creek Rd,Rochester,14618,5663,Air Conditioning,Evapco,ATW 64-3H-2,64,Tonnage,6/5/08,9/11/15,9/11/15,9/11/15,no,"(43.114868945, -77.550611757)"
Monroe,,100,S Clinton Ave,Rochester,14604,2758,Air Conditioning,Evapco,AT-326047,2036,Tonnage,6/10/08,4/17/17,7/12/17,4/27/17,no,"(43.154602162680504, -77.60483641408744)"
Putnam,,100,Watchtower Drive,Patterson,12563,5259,Refrigeration,Recold,JC25,25,Tonnage,6/11/08,7/27/17,8/22/17,8/3/17,no,"(41.492981629, -73.57843579)"
Albany,,540,broadway,Albany,12207,11055,Air Conditioning,Baltimore Aircoil Company,FXV-661,,,6/11/08,5/18/17,6/13/17,5/18/17,no,"(42.65101965678446, -73.7505546693741)"
Oneida,,120,Airline Street,Oriskany,13424,1571,Air Conditioning,EVAPCO,AT19-56,110,Tonnage,6/12/08,4/3/17,6/15/17,6/12/17,no,"(43.14861184002941, -75.38023317541149)"
Oneida,,120,Airline Street,Oriskany,13424,1572,Air Conditioning,EVAPCO,AT19-56,110,Tonnage,6/12/08,4/3/17,6/15/17,6/15/17,no,"(43.14861184002941, -75.38023317541149)"
Onondaga,,4500,E Genesee St.,Syracuse,13214,7848,Air Conditioning,EVAPCO,ATW364F,50,Tonnage,6/21/08,9/13/16,6/16/17,6/16/17,no,"(43.03444987580942, -76.06548042049765)"
Chemung,,310,Sullivan Street,Elmira,14901,3633,Air Conditioning,Marley,ALAV61001G,70,Tonnage,6/23/08,9/15/15,9/29/15,9/29/15,no,"(42.094975395, -76.794070456)"
Tompkins,,311,East Green Street,Ithaca,14850,856,Air Conditioning,EVAPCO,atw-24-3G-2,50,Tonnage,6/30/08,8/30/17,8/30/17,7/24/17,no,"(42.438999157, -76.494135908)"
Oneida,,1656,Champlin Ave.,Utica,13502,1665,Air Conditioning,Baltimore Air Coil Co.,3436C,425,Tonnage,7/1/08,4/24/17,7/18/17,8/11/17,no,"(43.098083828008946, -75.27545845250741)"
Onondaga,,8687,Carling Road,Liverpool,13090,1910,Air Conditioning,B.A.C.,FXV-432,43,Tonnage,7/1/08,7/13/17,7/13/17,7/13/17,no,"(43.189651151, -76.239960316)"
Broome,,560,Columbia Drive,Johnson City,13790,2453,Air Conditioning,imeco,EFC-C 223-2 PGLT,40500,Tonnage,7/1/08,6/1/17,6/1/17,4/26/17,no,"(42.132599556, -75.962674984)"
Orleans,,3959,Bates Rd,Medina,14103,3033,Refrigeration,AQUA-VENT,3728C,575,Tonnage,7/1/08,5/24/17,8/25/17,5/25/17,no,"(43.219910920158426, -78.36958540746333)"
Ontario,,185,Hamilton Street,Geneva,14456,4467,Air Conditioning,Baltimore AirCoil Company,15160,200,Tonnage,7/1/08,5/10/17,6/9/17,5/10/17,no,"(42.859916983, -76.988592946)"
Orange,,1335,Route 300,Newburgh,12550,7838,Air Conditioning,Baltimore Air Coil Company,15146,80,Tonnage,7/1/08,10/30/15,10/27/15,10/27/15,no,"(41.51080081549347, -74.07190933603537)"
Orange,,1335,Route 300,Newburgh,12550,7839,Air Conditioning,Baltimore Air Coil Company,15146,80,Tonnage,7/1/08,10/30/15,10/27/15,10/27/15,no,"(41.51080081549347, -74.07190933603537)"
Cortland,,1911,Lorings Crossing Rd. ,Cortland,13045,8058,Other,Delta,T-250i,250,Tonnage,7/1/08,4/25/17,6/29/17,5/5/17,no,"(42.62665909869618, -76.14772381283663)"
Erie,,10,JOHN JAMES AUDUBON PARKWAY,Amherst,14228,8926,Air Conditioning,BALTIMORE AIRCOIL,VF1-027-41K,40,Tonnage,7/1/08,,,,no,"(43.01083680517445, -78.77823512897318)"
New York,Manhattan,641,5th avenue,New York,10022,10904,Air Conditioning,Recold,JW35C,19500,Other,7/1/08,1/12/17,5/24/17,5/17/17,no,"(40.75927370017202, -73.97645041684552)"
New York,Manhattan,355,Bard Ave,Staten Island,10310,97,Air Conditioning,Marley,NC5102GS,800,Tonnage,7/2/08,11/9/15,8/20/15,8/20/15,no,"(40.635546189, -74.106477529)"
New York,Manhattan,355,Bard Ave,Staten Island,10310,98,Air Conditioning,Marley,NC5102GS,800,Tonnage,7/2/08,11/9/15,8/20/15,8/20/15,no,"(40.635546189, -74.106477529)"
New York,Manhattan,355,Bard Ave,Staten Island,10310,99,Air Conditioning,Evapco,500t,500,Tonnage,7/2/08,11/10/15,8/20/15,8/20/15,no,"(40.635546189, -74.106477529)"
Wayne,,200,Main Street,Macedon,14502,5761,Refrigeration,Marley,NC8305J1BG,625,Tonnage,7/4/08,5/18/17,8/2/17,8/2/17,no,"(43.07009776210503, -77.29137869850355)"
Broome,,42,Baldwin St,Johnson City,13790,361,Air Conditioning,Evapco#3,LRW-43-1,30,Tonnage,7/7/08,7/11/17,8/21/17,8/28/17,no,"(42.11471194587849, -75.9581580328348)"
New York,Manhattan,211,E 60 St,New York,10065,9318,Air Conditioning,Cool Water Technologies LLC,RTCS-100A,,BTU,7/7/08,,,,no,"(40.761983640317766, -73.96534530580946)"
Saratoga,,25,Lake Ave,Saratoga Springs,12866,8009,Air Conditioning,Evapco,LRW-91-2,149,Tonnage,7/8/08,5/19/17,5/19/17,5/19/17,no,"(43.083008239975456, -73.78254881626611)"
Cortland,,211,Main St.,Cortland,13045,10684,Other,Advantage,TTK-850-3P-1T,100,Tonnage,7/10/08,7/20/17,6/1/17,7/19/17,no,"(42.5902618877216, -76.17971606790338)"
Nassau,,1664,Old Country Road,Plainview,11803,9036,Other,EVAPCO,AT 19-314,500,Tonnage,7/17/08,6/17/16,5/4/17,12/13/16,no,"(40.7812547056066, -73.44789241921688)"
New York,Manhattan,3,Columbus Circle,New York,10019,9387,Air Conditioning,Baltimore Air Coil,31132C-PM/WQX,,BTU,7/30/08,6/20/17,6/29/17,6/20/17,no,"(40.76685411241302, -73.98196695789808)"
Onondaga,,736,Irving Ave,Syracuse,13210,75,Air Conditioning,Marley,NC8310,1000,Tonnage,8/1/08,6/12/17,6/14/17,6/14/17,no,"(43.041402562741425, -76.13917088732648)"
Onondaga,,736,Irving Ave,Syracuse,13210,76,Air Conditioning,Marley, NC8310 ,1000,Tonnage,8/1/08,6/12/17,6/12/17,6/14/17,no,"(43.041402562741425, -76.13917088732648)"
Onondaga,,736,Irving Ave,Syracuse,13210,77,Air Conditioning,Marley, NC8310 ,1000,Tonnage,8/1/08,6/12/17,6/14/17,6/14/17,no,"(43.041402562741425, -76.13917088732648)"
New York,Manhattan,452,5th ave,new york,10018,81,Air Conditioning,marley,nc clas,1000,Tonnage,8/1/08,8/23/15,,,no,"(40.752269228, -73.98225243)"
New York,Manhattan,452,5th ave,new york,,82,Air Conditioning,marley,nc class,1000,Tonnage,8/1/08,,,,no,"(40.752269228, -73.98225243)"
New York,Manhattan,452,5th ave,new york,10018,87,Air Conditioning,marley,nc class,1000,Tonnage,8/1/08,,,,no,"(40.752269228, -73.98225243)"
Richmond,Staten Island,1,Davis Ave,Staten Island,10310,2040,Air Conditioning,Baltimore Air Coil,FXT 216,216,Tonnage,8/1/08,8/4/17,8/4/17,7/20/17,no,"(40.64443374704737, -74.11066993532496)"
Suffolk,,2,Center St.,Upton,11973,3074,Other,BAC,3813-2FGW,750,Tonnage,8/1/08,5/3/17,5/3/17,5/3/17,no,"(40.86561697439507, -72.88016611921438)"
Erie,,1250,Amherst st,Buffalo,14216,3125,Air Conditioning,Evapco,LRW 43-1-2 CLOSE CIRCUIT COOLER,150,Tonnage,8/1/08,5/31/17,5/15/17,5/15/17,no,"(42.940730064, -78.858017431)"
Oneida,,1600, Burrstone Road,Utica,13502,4790,Air Conditioning,Marley,AV62041,275,Tonnage,8/1/08,5/4/17,8/10/17,8/10/17,no,"(43.09330775600363, -75.27150585952164)"
Rensselaer,,80,Vandenburgh Ave,Troy,12180,4908,Air Conditioning,Marley,MHF704D081G08,60,Tonnage,8/1/08,5/25/17,5/25/17,5/25/17,no,"(42.69727428069257, -73.68641825075343)"
Rensselaer,,80,Vandenburgh Ave,Troy,12180,5161,Air Conditioning,Marley,MHF 704D081G08,60,Tonnage,8/1/08,5/25/17,5/25/17,5/25/17,no,"(42.69727428069257, -73.68641825075343)"
Rensselaer,,1976,Burdett Ave,Troy,12180,8985,Air Conditioning,"Evapco		","ATW-144-5M	",238,Tonnage,8/1/08,5/11/17,5/11/17,5/11/17,no,"(42.72855384111718, -73.67182895513353)"
Westchester,,265,Saw Mill River Rd,Hawthorne,10532,9019,Air Conditioning,Baltimore ,15219/Q,220,Tonnage,8/1/08,1/17/17,1/17/17,1/17/17,no,"(41.102290899412864, -73.80961208173701)"
Westchester,,2000,Westchester Ave,Rye,10580,10809,Air Conditioning,Marley,NC8309SG 08,300,Tonnage,8/1/08,4/17/17,3/21/16,4/5/17,no,"(41.016689385831086, -73.70961131400962)"
Westchester,,2000,Westchester Ave,Harrison,10580,10810,Air Conditioning,Marley,NC8309SG 08,300,Tonnage,8/1/08,4/17/17,3/21/17,4/5/17,no,"(41.016689385831086, -73.70961131400962)"
Westchester,,2000,Westchester Ave,Harrison,10580,10811,Air Conditioning,Marley,NC8309SG 08,300,Tonnage,8/1/08,4/17/17,3/21/17,4/5/17,no,"(41.016689385831086, -73.70961131400962)"
Westchester,,2000,Westchester Ave,Harrison,10580,10812,Air Conditioning,Marley,NC8309SG 08,300,Tonnage,8/1/08,4/17/17,3/21/17,4/5/17,no,"(41.016689385831086, -73.70961131400962)"
New York,Manhattan,177,Ninth Ave,New York,10011,11279,Air Conditioning,Marley / Recold,JT49310,250,Tonnage,8/1/08,8/15/17,8/14/17,5/25/17,no,"(40.7449416895574, -74.00253276152946)"
New York,Manhattan,177,Ninth Ave ,New York,10011,11280,Air Conditioning,Evapco,AT 14-94,32,Tonnage,8/1/08,8/15/17,8/14/17,5/25/17,no,"(40.7449416895574, -74.00253276152946)"
Westchester,,100,MAIN STREET,WHITE PLAINS,10601,7028,Air Conditioning,MARLEY,NC-8307K2bb,700,Tonnage,8/5/08,8/17/15,,,no,"(41.031600183, -73.770388667)"
New York,Manhattan,2124,Broadway,New York,10023,115,Air Conditioning,B.A.C.,15230,250,Tonnage,8/6/08,7/7/17,9/8/17,7/7/17,no,"(40.780473413, -73.981170462)"
Monroe,,300,Science Parkway,Rochester,14620,4111,Air Conditioning,Baltimore Aircoil Comp.,3473C-KM/Q,300,Tonnage,8/7/08,6/8/17,8/15/17,5/10/17,no,"(43.12002034871227, -77.61022751463004)"
Monroe,,300,Science Parkway,Rochester,14620,4142,Air Conditioning,Baltimore Aircoil Comp.,3473C-KM/Q,300,Tonnage,8/7/08,6/8/17,8/15/17,5/10/17,no,"(43.120011779, -77.610224743)"
Kings,Brooklyn,2,Northside Piers,New York,11249,4433,Air Conditioning,Baltimore Aircoil,22AKCABBFA,272,Tonnage,8/8/08,8/10/15,8/11/15,8/11/15,no,"(40.719758166, -73.964130429)"
Westchester,,1565,Front Street,Yorktown Heights,10598,5431,Air Conditioning,BAC,VT1-N395 ,350,Tonnage,8/8/08,6/5/17,6/5/17,6/5/17,no,"(41.264356965, -73.777988534)"
Chautauqua,,100,North Portage Street,Westfield,14787,7304,Refrigeration,Evapco,ATC-258B,180,Tonnage,8/8/08,5/18/17,8/19/17,5/17/17,no,"(42.32602433293124, -79.58273606837335)"
Chautauqua,,100,North Portage Street,Westfield,14787,7305,Refrigeration,Evapco,ATC-XC240E-1G,310,Tonnage,8/8/08,5/17/17,8/19/17,5/17/17,no,"(42.32602433293124, -79.58273606837335)"
Chautauqua,,100,North Portage Street,Westfield,14787,8198,Refrigeration,Evapco,ATC-XC240E-1G,310,Tonnage,8/8/08,5/17/17,8/19/17,5/17/17,no,"(42.32602433293124, -79.58273606837335)"
New York,Manhattan,40,West 116 Street,New York,10026,3242,Air Conditioning,Baltimore Air Coil Company,15270-3/WQX,287,Tonnage,8/14/08,4/5/17,6/1/17,4/5/17,no,"(40.801120794, -73.947685502)"
New York,Manhattan,505,West 37th Street,New York,10018,8308,Air Conditioning,Evapco,V55-29-029,600,Tonnage,8/17/08,6/12/17,8/25/17,8/15/17,no,"(40.756852578503974, -73.99827972307216)"
Kings,Brooklyn,3838,NOSTRAND AVE,BROOKLYN,11235,1435,Refrigeration,BALTIMORE AIRCOIL,GPX-047,50,Tonnage,9/1/08,,,,no,"(40.590255628, -73.940138991)"
Suffolk,,1000,New Horizons Blvd,Amityville,11701,1544,Other,Baltimore Air Coil,FXT - 74,60,Tonnage,9/1/08,7/17/17,8/9/17,9/22/16,no,"(40.711938137, -73.399690542)"
Steuben,,130,Centerway,Corning,14830,1854,Air Conditioning,EVAPCO,LSWA-81C,500,Tonnage,9/1/08,4/10/17,4/10/17,4/10/17,no,"(42.14893384009342, -77.05201442798835)"
Steuben,,130,Centerway,Corning,14830,1857,Air Conditioning,EVAPCO,LSWA-81C,500,Tonnage,9/1/08,4/10/17,4/10/17,4/10/17,no,"(42.14893384009342, -77.05201442798835)"
Orange,,60,Turner Drive,Middletown,10941,1921,Other,Baltimore Air Cooling,3455C-MM,434,Tonnage,9/1/08,7/19/17,7/19/17,7/19/17,no,"(41.46518834264806, -74.37793355793653)"
Monroe,,26,GIBBS STREET,ROCHESTER,14604,2205,Refrigeration,BAC,15270-2,625,Tonnage,9/1/08,6/29/17,7/11/17,7/10/17,no,"(43.15742135, -77.601119413)"
Queens,Queens,93-02,Sutphin Blvd,Jamaica,11435,2534,Air Conditioning,Marley Aqua Tower,492B,50,Tonnage,9/1/08,4/4/17,4/4/17,4/4/17,no,"(40.700120084, -73.807584502)"
Erie,,580,CrossPoint Parkway,Getzville,14068,4177,Air Conditioning,BAC,3240C-3,675,Tonnage,9/1/08,4/3/17,7/17/17,7/17/15,no,"(43.043045305, -78.743911761)"
Onondaga,,4633,Cherry Valley Tpke,La Fayette,13084,4586,Refrigeration,Vilter,VC1-100,100,Tonnage,9/1/08,5/30/15,1/24/17,1/24/17,no,"(42.9097181641897, -76.19425391670632)"
Monroe,,30,Hart St,Rochester,14605,4604,Air Conditioning,EVAPCO,ATW48-36,110,Tonnage,9/1/08,4/26/17,4/26/17,4/26/17,no,"(43.171266262, -77.618304486)"
New York,Manhattan,11,East 36th Street,New York,10016,4807,Air Conditioning,Baltimore Aircoil Company,15200,,CFM,9/1/08,,5/3/16,5/3/16,no,"(40.74944242, -73.98270212)"
Monroe,,1255,Portland Ave.,Rochester,14621,5189,Air Conditioning,Imeco,EFC-C-122-4LH,80,Tonnage,9/1/08,8/15/17,8/15/17,8/15/17,no,"(43.188791404, -77.584557148)"
Westchester,,183,Palmer Rd,Yonkers,10701,5266,Air Conditioning,Marley,NC8302EL2bm,266,Tonnage,9/1/08,7/31/17,7/31/17,7/31/17,no,"(40.942689043, -73.870737036)"
Westchester,,183,Palmer Rd,Yonkers,10701,5276,Air Conditioning,Marley,NC8302EL2BM,266,Tonnage,9/1/08,7/31/17,7/31/17,7/31/17,no,"(40.942689043, -73.870737036)"
